State,Gender,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,Areas,Sales Channel,Vehicle Size
Arizona,F,Bachelor,"œ5,866.42",26608,73,1/0,Personal Auto,Two-Door Car,234.23,central ,Agent,Small
California,M,Doctor,"œ4,825.50",0,63,1/0,Personal Auto,Four-Door Car,272.84,west ,Agent,Large
California,M,College,"œ5,389.50",66429,136,1/0,Personal Auto,Sports Car,57.71,west ,Branch,Small
California,F,Bachelor,"œ7,778.01",25970,72,3/1,Personal Auto,Four-Door Car,430.82,west ,Web,Large
Oregon,M,High School or Below,"œ26,346.09",48268,223,1/0,Personal Auto,Luxury SUV,1605.60,north,Agent,Medsize
California,F,High School or Below,"œ14,866.45",24279,126,1/0,Personal Auto,Sports Car,604.80,west ,Agent,Medsize
Arizona,M,High School or Below,"œ8,324.23",0,121,1/0,Corporate Auto,Sports Car,871.20,central ,Agent,Medsize
Oregon,F,High School or Below,"œ9,238.31",0,128,1/0,Personal Auto,SUV,921.60,north,Call Center,Small
Nevada,F,High School or Below,"œ22,693.29",71879,64,1/0,Corporate Auto,Two-Door Car,9.16,central ,Branch,Medsize
Arizona,M,Doctor,"œ6,236.02",57760,78,1/0,Special Auto,Four-Door Car,223.95,central ,Call Center,Medsize
California,M,College,"œ5,012.18",20976,129,1/1,Personal Auto,Sports Car,735.68,west ,Web,Medsize
Washington,M,College,"œ15,695.54",97750,65,1/0,Personal Auto,Four-Door Car,303.00,east,Call Center,Medsize
Washington,F,College,"œ8,214.60",73245,68,1/0,Personal Auto,Four-Door Car,305.12,east,Call Center,Medsize
California,M,College,"œ3,118.98",23008,79,1/1,Personal Auto,Four-Door Car,80.66,west ,Agent,Small
Washington,F,High School or Below,"œ2,764.03",33837,72,4/1,Corporate Auto,Two-Door Car,305.58,east,Call Center,Large
Arizona,F,High School or Below,"œ6,883.69",84869,85,1/0,Corporate Auto,Four-Door Car,408.00,central ,Agent,Medsize
Oregon,M,College,"œ2,215.91",0,66,1/0,Corporate Auto,Two-Door Car,316.80,north,Agent,Medsize
Washington,NA,Bachelor,"œ4,854.75",29834,6464,1/0,Personal Auto,Four-Door Car,307.20,east,Call Center,Small
Arizona,F,High School or Below,"œ21,522.95",44695,79,2/1,Personal Auto,Two-Door Car,81.17,central ,Branch,Medsize
Oregon,F,High School or Below,"œ2,761.69",0,77,1/0,Personal Auto,Four-Door Car,554.40,north,Agent,Medsize
Oregon,M,High School or Below,"œ22,563.62",23046,65,3/1,Personal Auto,Two-Door Car,1.69,north,Agent,Small
Oregon,M,High School or Below,"œ5,285.92",0,73,1/0,Personal Auto,Two-Door Car,392.95,north,Web,Medsize
Oregon,F,High School or Below,"œ35,062.65",84811,111,1/0,Personal Auto,SUV,278.28,north,Web,Medsize
Oregon,M,Bachelor,"œ5,913.20",0,91,1/0,Corporate Auto,Four-Door Car,436.80,north,Agent,Medsize
California,F,Master,"œ2,593.40",0,69,1/0,Personal Auto,Two-Door Car,331.20,west ,Agent,Small
Arizona,M,High School or Below,"œ12,692.67",40117,108,1/0,Personal Auto,Two-Door Car,750.08,central ,Web,Medsize
Oregon,M,Bachelor,"œ3,309.12",72140,87,2/1,Personal Auto,Four-Door Car,417.60,north,Call Center,Medsize
Washington,F,Master,"œ5,181.62",97131,6464,1/0,Personal Auto,Four-Door Car,307.20,east,Agent,Small
California,M,College,"œ2,413.93",12495,65,1/0,Personal Auto,Four-Door Car,312.00,west ,Agent,Medsize
California,M,High School or Below,"œ2,161.69",0,67,2/1,Corporate Auto,Two-Door Car,482.40,west ,Call Center,Medsize
Oregon,F,Bachelor,"œ5,527.99",0,72,1/0,Personal Auto,Four-Door Car,345.60,north,Call Center,Medsize
Arizona,F,Doctor,"œ10,629.22",36495,133,1/1,Corporate Auto,SUV,229.93,central ,Branch,Medsize
Nevada,F,Bachelor,"œ11,820.11",86801,98,1/0,Personal Auto,Four-Door Car,371.11,central ,Call Center,Medsize
California,M,College,"œ4,964.63",52679,62,1/0,Personal Auto,Four-Door Car,118.00,west ,Agent,Small
California,M,Master,"œ9,122.93",90804,113,1/0,Personal Auto,Sports Car,434.10,west ,Agent,Medsize
Washington,F,Master,"œ5,181.62",97131,6464,1/0,Personal Auto,Four-Door Car,307.20,east,Web,Medsize
Oregon,F,College,"œ3,460.67",14262,90,1/0,Personal Auto,Four-Door Car,290.43,north,Branch,Medsize
Oregon,M,Bachelor,"œ2,872.98",36844,73,1/0,Personal Auto,Four-Door Car,283.97,north,Agent,Medsize
Arizona,F,College,"œ9,927.88",58703,127,2/1,Personal Auto,SUV,227.92,central ,Branch,Medsize
Nevada,M,High School or Below,"œ3,482.69",65162,86,1/0,Personal Auto,Four-Door Car,134.43,central ,Branch,Medsize
Oregon,F,College,"œ3,991.73",54964,99,1/0,Personal Auto,Four-Door Car,525.52,north,Web,Medsize
Oregon,M,Bachelor,"œ5,510.11",61401,69,1/0,Personal Auto,Four-Door Car,144.44,north,Web,Medsize
Oregon,F,High School or Below,"œ3,600.93",25147,101,1/0,Corporate Auto,SUV,694.60,north,Agent,Small
Oregon,F,Master,"œ5,419.46",73536,67,1/0,Personal Auto,Two-Door Car,172.52,north,Agent,Medsize
Oregon,F,High School or Below,"œ5,810.63",24860,73,1/0,Personal Auto,Four-Door Car,350.40,north,Branch,Medsize
California,M,Bachelor,"œ3,942.73",65404,99,1/0,Personal Auto,Four-Door Car,300.70,west ,Call Center,Medsize
Oregon,M,High School or Below,"œ3,126.27",34510,81,1/0,Personal Auto,Four-Door Car,388.80,north,Call Center,Medsize
California,M,Bachelor,"œ3,530.01",0,108,1/0,Corporate Auto,Two-Door Car,777.60,west ,Agent,Medsize
Washington,F,College,"œ10,990.59",44552,137,1/0,Personal Auto,SUV,311.10,east,Agent,Medsize
Arizona,M,High School or Below,"œ4,772.94",20993,133,1/0,Personal Auto,SUV,638.40,central ,Call Center,Large
Oregon,F,Bachelor,"œ2,202.34",0,61,1/1,Personal Auto,Two-Door Car,292.80,north,Branch,Medsize
Washington,M,High School or Below,"œ2,459.17",21190,65,2/1,Personal Auto,Four-Door Car,312.00,east,Agent,Large
Arizona,F,College,"œ10,373.89",62587,86,1/0,Personal Auto,Four-Door Car,412.80,central ,Branch,Medsize
Washington,F,High School or Below,"œ2,584.20",22562,65,1/0,Personal Auto,Two-Door Car,312.00,east,Web,Small
California,M,High School or Below,"œ4,307.42",73345,107,1/0,Personal Auto,SUV,513.60,west ,Call Center,Large
Oregon,F,High School or Below,"œ3,040.25",0,83,1/0,Personal Auto,Four-Door Car,989.11,north,Branch,Medsize
California,F,Master,"œ19,160.99",22705,239,1/0,Personal Auto,Luxury SUV,1294.70,west ,Agent,Medsize
Washington,M,Bachelors,"œ8,176.58",67137,111,5/1,Personal Auto,SUV,314.88,east,Branch,Medsize
Oregon,F,Bachelor,"œ5,285.31",22627,67,1/0,Personal Auto,Four-Door Car,321.60,north,Branch,Small
California,F,Master,"œ8,024.99",38702,101,3/1,Personal Auto,SUV,253.36,west ,Web,Medsize
California,M,Bachelor,"œ2,810.46",26790,71,1/0,Personal Auto,Two-Door Car,340.80,west ,Agent,Medsize
Arizona,F,Bachelor,"œ7,739.55",64859,96,1/0,Personal Auto,Four-Door Car,266.95,central ,Web,Medsize
Washington,M,Bachelor,"œ4,109.79",86657,103,1/0,Personal Auto,Sports Car,316.23,east,Web,Medsize
Nevada,F,High School or Below,"œ3,275.16",69263,81,2/1,Personal Auto,Two-Door Car,494.85,central ,Agent,Small
Oregon,M,Bachelor,"œ2,652.70",82655,66,1/0,Personal Auto,Two-Door Car,316.80,north,Call Center,Medsize
California,F,High School or Below,"œ5,048.23",29401,65,1/0,Personal Auto,Four-Door Car,312.00,west ,Agent,Medsize
Washington,M,Bachelors,"œ3,362.41",22853,87,1/0,Personal Auto,Four-Door Car,316.36,east,Call Center,Medsize
Arizona,F,College,"œ4,858.43",26480,63,1/0,Personal Auto,Two-Door Car,378.70,central ,Web,Medsize
Oregon,F,High School or Below,"œ2,144.92",0,61,1/1,Personal Auto,Four-Door Car,292.80,north,Agent,Medsize
California,M,Bachelor,"œ6,042.62",0,83,1/0,Personal Auto,Two-Door Car,904.39,west ,Call Center,Small
Oregon,F,High School or Below,"œ3,387.20",73268,84,1/0,Personal Auto,Four-Door Car,93.62,north,Agent,Small
Oregon,F,Doctor,"œ10,864.27",95579,67,1/0,Personal Auto,Four-Door Car,308.63,north,Agent,Medsize
Oregon,F,Master,"œ8,842.65",42142,112,1/0,Personal Auto,Sports Car,396.18,north,Agent,Medsize
Washington,M,College,"œ2,616.61",72302,66,1/0,Special Auto,Two-Door Car,316.80,east,Call Center,Small
California,M,Bachelor,"œ30,763.26",41279,115,1/0,Personal Auto,Sports Car,251.43,west ,Branch,Medsize
Washington,M,Master,"œ5,200.23",23401,66,1/0,Personal Auto,Four-Door Car,316.80,east,Branch,Medsize
Nevada,M,Bachelor,"œ8,591.31",0,128,1/0,Corporate Auto,SUV,1448.99,central ,Call Center,Medsize
Arizona,F,College,"œ2,646.57",23170,71,1/0,Personal Auto,Four-Door Car,340.80,central ,Agent,Small
Oregon,F,Bachelor,"œ4,607.24",17343,63,1/0,Corporate Auto,Two-Door Car,208.66,north,Call Center,Medsize
Oregon,M,College,"œ4,860.62",25854,68,1/0,Personal Auto,Four-Door Car,396.28,north,Web,Large
Oregon,M,College,"œ2,580.85",46900,66,1/0,Corporate Auto,Four-Door Car,316.80,north,Agent,Small
Washington,F,College,"œ5,291.40",57338,66,1/0,Personal Auto,Four-Door Car,316.80,east,Branch,Medsize
California,M,High School or Below,"œ8,405.75",85355,71,2/1,Personal Auto,Two-Door Car,458.57,west ,Branch,Medsize
Arizona,F,College,"œ3,096.51",21604,79,1/0,Personal Auto,Four-Door Car,379.20,central ,Call Center,Medsize
Arizona,M,High School or Below,"œ29,412.29",0,107,1/0,Personal Auto,SUV,513.60,central ,Branch,Medsize
Washington,M,High School or Below,,51878,66,01/01/00,Personal Auto,Four-Door Car,316.8,east,Branch,Medsize
California,M,College,"œ17,497.52",0,73,1/0,Personal Auto,Two-Door Car,350.40,west ,Web,Small
Nevada,F,High School or Below,"œ3,218.61",68776,80,1/0,Personal Auto,Four-Door Car,87.86,central ,Web,Medsize
Oregon,F,High School or Below,"œ23,207.27",45039,96,1/0,Personal Auto,Four-Door Car,192.14,north,Agent,Medsize
Washington,F,College,"œ6,921.97",16483,90,1/0,Corporate Auto,Two-Door Car,320.52,east,Call Center,Medsize
Nevada,M,High School or Below,"œ13,918.53",64113,117,1/0,Special Auto,Four-Door Car,561.60,central ,Agent,Medsize
Arizona,M,High School or Below,"œ8,966.31",41829,76,1/0,Personal Auto,Two-Door Car,416.37,central ,Web,Medsize
California,F,Master,"œ11,981.98",21514,62,1/0,Personal Auto,Two-Door Car,257.25,west ,Agent,Medsize
Nevada,M,Master,"œ5,532.63",27722,69,1/0,Personal Auto,Four-Door Car,331.20,central ,Call Center,Medsize
Nevada,F,College,"œ11,660.57",21506,151,1/0,Personal Auto,Sports Car,826.66,central ,Call Center,Small
Oregon,F,High School or Below,"œ2,886.45",10312,78,1/0,Personal Auto,Four-Door Car,486.28,north,Call Center,Medsize
Arizona,F,Bachelor,"œ12,741.85",73054,106,1/1,Personal Auto,SUV,419.37,central ,Agent,Large
Oregon,F,Bachelor,"œ5,398.10",73775,67,1/0,Personal Auto,Four-Door Car,321.60,north,Call Center,Medsize
California,M,High School or Below,"œ7,285.03",44788,61,1/0,Corporate Auto,Four-Door Car,386.03,west ,Web,Medsize
Nevada,F,High School or Below,"œ17,651.96",22510,95,1/0,Personal Auto,Four-Door Car,456.00,central ,Branch,Medsize
Arizona,M,Master,"œ17,029.89",54613,213,1/0,Personal Auto,Luxury SUV,731.56,central ,Branch,Medsize
Arizona,F,High School or Below,"œ2,491.26",25965,65,1/0,Personal Auto,Four-Door Car,329.21,central ,Call Center,Small
Oregon,F,College,"œ4,039.32",34911,105,1/1,Personal Auto,SUV,126.78,north,Branch,Medsize
Oregon,M,Bachelor,"œ2,619.34",78618,66,1/0,Special Auto,Two-Door Car,225.58,north,Web,Medsize
Oregon,F,High School or Below,"œ5,049.69",61080,66,2/1,Personal Auto,Four-Door Car,294.28,north,Call Center,Medsize
Oregon,F,Master,"œ4,983.46",60415,62,1/0,Personal Auto,Two-Door Car,72.67,north,Branch,Large
California,F,Master,"œ2,530.64",25143,66,1/0,Corporate Auto,Four-Door Car,8.74,west ,Agent,Medsize
California,M,College,"œ7,396.72",41045,64,1/1,Personal Auto,Four-Door Car,394.58,west ,Web,Medsize
California,M,College,"œ3,832.90",97729,95,1/0,Personal Auto,Four-Door Car,97.18,west ,Call Center,Medsize
Arizona,F,High School or Below,"œ4,961.41",55702,61,1/0,Personal Auto,Four-Door Car,151.13,central ,Agent,Medsize
California,F,College,"œ3,861.49",93272,95,1/0,Personal Auto,Four-Door Car,281.11,west ,Agent,Medsize
California,M,Bachelor,"œ22,658.54",23665,67,1/0,Personal Auto,Four-Door Car,404.82,west ,Branch,Medsize
Oregon,M,High School or Below,"œ10,408.97",20228,101,1/1,Personal Auto,SUV,523.82,north,Call Center,Small
Nevada,F,College,"œ4,834.71",38713,66,4/1,Personal Auto,Four-Door Car,316.80,central ,Web,Medsize
Arizona,F,Bachelor,"œ8,257.67",23815,73,1/0,Personal Auto,Four-Door Car,424.33,central ,Branch,Large
Nevada,F,High School or Below,"œ3,052.63",0,93,3/1,Personal Auto,Four-Door Car,446.40,central ,Branch,Small
California,F,High School or Below,"œ4,012.32",47221,99,1/0,Personal Auto,Two-Door Car,475.20,west ,Branch,Medsize
Oregon,M,Bachelor,"œ13,355.49",34495,113,1/0,Personal Auto,SUV,389.67,north,Agent,Medsize
Oregon,M,College,"œ2,364.43",46264,62,1/0,Corporate Auto,Four-Door Car,199.37,north,Agent,Medsize
Nevada,M,College,"œ2,489.34",46051,63,1/0,Personal Auto,Two-Door Car,302.40,central ,Call Center,Small
Nevada,F,Bachelor,"œ4,755.72",23975,128,1/0,Corporate Auto,SUV,614.40,central ,Call Center,Medsize
California,F,College,"œ13,864.39",0,74,4/1,Personal Auto,Four-Door Car,580.89,west ,Agent,Small
Arizona,F,College,"œ3,020.42",78561,74,1/0,Personal Auto,Two-Door Car,355.20,central ,Agent,Large
California,M,High School or Below,"œ6,285.31",0,90,1/0,Personal Auto,Two-Door Car,432.00,west ,Agent,Medsize
California,F,High School or Below,"œ2,506.02",61402,63,2/1,Special Auto,Four-Door Car,302.40,west ,Branch,Large
Arizona,M,Bachelor,"œ2,826.31",65090,71,1/0,Personal Auto,Four-Door Car,74.00,central ,Call Center,Small
Nevada,M,Master,"œ4,369.72",88495,108,1/0,Personal Auto,Two-Door Car,535.93,central ,Call Center,Small
Nevada,M,Bachelor,"œ12,174.59",52797,104,1/1,Personal Auto,Sports Car,88.17,central ,Call Center,Medsize
Nevada,M,Doctor,"œ3,528.04",31278,92,4/1,Personal Auto,Two-Door Car,441.60,central ,Web,Medsize
California,F,Bachelor,"œ10,436.57",24177,92,1/1,Personal Auto,Four-Door Car,441.60,west ,Branch,Large
Oregon,F,High School or Below,"œ2,746.12",96339,68,1/0,Corporate Auto,Four-Door Car,293.21,north,Call Center,Medsize
California,M,Bachelor,"œ9,175.17",68164,119,2/1,Personal Auto,Four-Door Car,222.58,west ,Branch,Medsize
Washington,NA,High School or Below,,36765,66,01/01/00,Personal Auto,Four-Door Car,320.849072,east,Agent,Medsize
Washington,F,Doctor,"œ2,727.52",74592,67,1/0,Personal Auto,Two-Door Car,321.60,east,Web,Medsize
Oregon,F,College,"œ9,449.75",0,63,1/0,Special Auto,Four-Door Car,117.74,north,Branch,Medsize
California,M,College,"œ4,568.82",0,70,1/1,Personal Auto,Two-Door Car,524.84,west ,Agent,Small
Oregon,F,Master,"œ2,574.02",34990,65,1/0,Personal Auto,Four-Door Car,42.69,north,Web,Medsize
Arizona,F,Master,"œ8,789.88",22849,109,1/0,Personal Auto,Sports Car,523.20,central ,Branch,Medsize
Arizona,M,Doctor,"œ2,507.41",32893,63,1/0,Personal Auto,Four-Door Car,174.09,central ,Agent,Medsize
Oregon,M,College,"œ2,522.41",0,73,1/0,Corporate Auto,Two-Door Car,350.40,north,Branch,Medsize
Nevada,M,College,"œ7,542.71",0,111,1/0,Personal Auto,SUV,1186.97,central ,Call Center,Medsize
Oregon,M,High School or Below,"œ6,005.21",26876,76,1/0,Corporate Auto,Four-Door Car,364.80,north,Agent,Medsize
Nevada,M,Bachelor,"œ20,998.26",71663,74,1/0,Corporate Auto,Four-Door Car,84.49,central ,Web,Medsize
California,M,College,"œ2,345.08",0,69,1/0,Personal Auto,Four-Door Car,331.20,west ,Call Center,Small
California,F,High School or Below,"œ8,783.17",16994,112,1/0,Personal Auto,SUV,806.40,west ,Call Center,Small
Oregon,M,Bachelor,"œ4,529.97",64270,117,1/0,Personal Auto,Sports Car,46.10,north,Agent,Medsize
Nevada,F,High School or Below,"œ6,033.22",0,83,1/0,Corporate Auto,Four-Door Car,597.60,central ,Branch,Medsize
Oregon,F,Doctor,"œ5,308.25",0,145,1/0,Personal Auto,SUV,358.77,north,Branch,Medsize
California,M,College,"œ2,674.73",56342,69,1/0,Personal Auto,Four-Door Car,331.20,west ,Agent,Medsize
California,F,High School or Below,"œ4,929.81",0,70,1/0,Personal Auto,Four-Door Car,837.44,west ,Branch,Medsize
California,M,High School or Below,"œ14,131.12",28327,185,1/0,Personal Auto,Luxury Car,888.00,west ,Branch,Medsize
Oregon,M,High School or Below,"œ2,471.53",95697,61,1/0,Personal Auto,Two-Door Car,114.27,north,Agent,Large
Arizona,M,High School or Below,"œ6,005.21",26876,76,1/0,Personal Auto,Four-Door Car,364.80,central ,Agent,Small
Washington,M,College,"œ4,386.28",10621,67,1/0,Personal Auto,Four-Door Car,321.60,east,Agent,Medsize
Nevada,F,Bachelor,"œ19,116.57",0,61,1/0,Personal Auto,Two-Door Car,657.81,central ,Call Center,Medsize
California,M,College,"œ6,631.67",32918,84,1/0,Personal Auto,Four-Door Car,403.20,west ,Agent,Medsize
Oregon,F,High School or Below,"œ7,432.30",0,71,1/0,Personal Auto,Four-Door Car,447.33,north,Agent,Small
Nevada,M,High School or Below,"œ2,928.12",63127,74,1/1,Personal Auto,Two-Door Car,174.29,central ,Agent,Small
California,M,College,"œ46,611.87",22022,136,1/0,Personal Auto,SUV,979.20,west ,Agent,Medsize
Oregon,F,High School or Below,"œ16,515.01",51725,138,1/1,Personal Auto,SUV,159.00,north,Agent,Medsize
Washington,M,College,"œ4,386.28",10621,67,1/0,Special Auto,Four-Door Car,321.60,east,Agent,Medsize
Oregon,F,College,"œ10,213.56",39719,131,1/0,Personal Auto,Sports Car,628.80,north,Branch,Medsize
Nevada,M,College,"œ10,049.29",58194,84,1/0,Personal Auto,Four-Door Car,451.00,central ,Web,Medsize
Oregon,M,College,"œ5,746.15",61990,72,1/0,Personal Auto,Four-Door Car,48.88,north,Call Center,Medsize
Oregon,F,College,"œ3,746.75",41479,94,1/1,Personal Auto,Two-Door Car,19.58,north,Agent,Small
Oregon,F,Bachelor,"œ7,486.07",97899,95,3/1,Personal Auto,Four-Door Car,3.77,north,Call Center,Medsize
Nevada,F,College,"œ9,120.07",63878,113,1/0,Personal Auto,SUV,370.29,central ,Web,Medsize
Oregon,F,High School or Below,"œ5,678.05",68671,70,1/0,Special Auto,Two-Door Car,8.08,north,Call Center,Large
Nevada,F,Bachelor,"œ7,517.08",0,102,1/0,Personal Auto,SUV,1179.00,central ,Agent,Medsize
Oregon,M,College,"œ4,530.53",34640,117,2/1,Personal Auto,Sports Car,466.32,north,Agent,Large
California,F,Bachelor,"œ2,691.38",21959,71,1/0,Corporate Auto,Four-Door Car,340.80,west ,Call Center,Medsize
Arizona,F,Bachelor,"œ8,068.62",51584,69,2/1,Corporate Auto,Two-Door Car,368.92,central ,Agent,Medsize
Oregon,F,Bachelor,"œ2,478.58",65744,62,1/0,Corporate Auto,Four-Door Car,166.51,north,Branch,Medsize
Arizona,F,Bachelor,"œ9,112.04",25198,118,1/0,Personal Auto,SUV,566.40,central ,Branch,Medsize
Arizona,F,Master,"œ2,772.44",79663,69,1/0,Personal Auto,Two-Door Car,263.96,central ,Branch,Medsize
Arizona,F,Bachelor,"œ4,305.79",31071,111,2/1,Personal Auto,Sports Car,215.23,central ,Agent,Medsize
California,F,Bachelor,"œ5,103.36",39452,131,1/0,Corporate Auto,SUV,398.19,west ,Call Center,Medsize
Oregon,F,Bachelor,"œ4,784.96",25813,61,1/0,Personal Auto,Four-Door Car,205.33,north,Call Center,Medsize
Oregon,F,Doctor,"œ10,541.11",59965,131,1/0,Personal Auto,SUV,905.03,north,Web,Large
Washington,M,Bachelor,"œ5,285.12",40783,67,1/1,Personal Auto,Four-Door Car,321.60,east,Agent,Medsize
Nevada,F,College,"œ7,610.84",98701,94,1/0,Personal Auto,Four-Door Car,79.62,central ,Agent,Medsize
Arizona,F,College,"œ8,510.53",0,121,1/0,Personal Auto,Sports Car,871.20,central ,Agent,Small
Oregon,F,College,"œ16,172.94",64388,68,1/0,Personal Auto,Four-Door Car,12.39,north,Agent,Small
Oregon,M,College,"œ2,425.49",66841,62,1/0,Personal Auto,Four-Door Car,123.44,north,Branch,Medsize
Oregon,F,High School or Below,"œ2,899.32",33738,74,1/1,Corporate Auto,Four-Door Car,304.39,north,Agent,Medsize
California,M,Bachelor,"œ3,633.05",43334,95,2/1,Corporate Auto,Two-Door Car,614.37,west ,Call Center,Small
California,F,College,"œ3,457.15",0,91,1/0,Personal Auto,Four-Door Car,245.67,west ,Branch,Medsize
Nevada,F,College,"œ3,394.72",83431,84,1/0,Personal Auto,Four-Door Car,403.20,central ,Agent,Medsize
Washington,F,College,"œ8,021.07",54292,67,1/0,Personal Auto,Four-Door Car,321.60,east,Agent,Medsize
Oregon,M,Bachelor,"œ5,841.53",0,79,1/0,Personal Auto,Four-Door Car,379.20,north,Agent,Medsize
California,M,High School or Below,"œ5,479.85",38210,69,1/0,Personal Auto,Four-Door Car,383.04,west ,Call Center,Large
Nevada,F,High School or Below,"œ20,455.25",0,67,1/0,Personal Auto,Four-Door Car,482.40,central ,Branch,Medsize
Oregon,F,Bachelor,"œ8,319.12",49734,69,1/0,Corporate Auto,Four-Door Car,154.75,north,Branch,Medsize
Washington,F,High School or Below,"œ2,582.86",50148,65,1/0,Corporate Auto,Four-Door Car,323.49,east,Agent,Medsize
Oregon,M,College,"œ4,163.79",11689,117,1/0,Corporate Auto,SUV,561.60,north,Agent,Medsize
Arizona,F,High School or Below,"œ4,853.10",17120,125,1/0,Special Auto,SUV,717.29,central ,Branch,Large
Oregon,M,High School or Below,"œ7,531.70",82157,188,1/0,Corporate Auto,Luxury Car,1353.60,north,Agent,Medsize
